numeric_id,subsector,edgar_class,diff_og,squared_diff_og,diff_opt,squared_diff_opt,relative_change (%)
19,trns,EN - Transportation:CH4,-0.0664224206494302,8.480463526042362e-07,0.4697758569987069,4.242008948186708e-05,807.2549485634213
44,soil,LULUCF - Organic Soil:CO2,0.19360118721003908,0.0003190416593370925,-0.0781590884226843,5.199844233212676e-05,140.37118240286875
18,trns,EN - Transportation:CO2,-0.3629865251923263,4.563752415282526,0.0010298846859124,3.673823346233086e-05,100.28372532158507
0,lvst,AG - Livestock:CH4,1.304316994655315,1.2045699232368345,0.1521584973276575,0.0163929883588285,88.33423945627055
15,inen,EN - Manufacturing/Construction:CO2,0.8816124242986526,3.587733890808092,0.163447582290684,0.1233166791879906,81.46038125305333
23,ippu,IN - Industrial Processes:N2O,1.6984372474076437,2.582261810106685,0.3492186237038219,0.1091681760197841,79.43882682525711
21,ippu,IN - Industrial Processes:CO2,2.047008753529772,24.456497555625766,0.5124730899986453,1.5328405919281318,74.96478268033982
6,scoe,EN - Building:CO2,1.7484876369173497,22.73282270952135,0.4467515743057076,1.4840906069156763,74.44925746839436
16,inen,EN - Manufacturing/Construction:CH4,1.8076608840346635,4.361777980726027e-05,0.595044960728205,4.72638611886602e-06,67.08204697110686
41,lndu,LULUCF - Deforestation:CO2,2.9897863175596244,0.03308767264199879,1.0211768793752147,0.0038600049966797,65.84448616352164
17,inen,EN - Manufacturing/Construction:N2O,2.243166061725294,0.00013627754421758777,0.8434494428327473,1.9267242295813062e-05,62.39915282134654
38,trww,Waste - Wastewater Treatment:N2O,3.4006722372481115,0.04363809905893188,1.4035920107646245,0.0074339228072792,58.72604259267168
33,ippu,IN - Industrial Processes:PFC,7.248265043748334,5.253734614442403e-11,3.5252032398774324,1.2427057882442346e-11,51.36486843954556
37,trww,Waste - Wastewater Treatment:CH4,-0.10591174961450986,0.0021889483209274604,-0.0708498084318217,0.0009795454330049,33.104864484161716
3,agrc,AG - Crops:CO2,12.738568089345947,1.4910737705675658,8.959185773023577,0.7375559807920511,29.668815912545938
5,agrc,AG - Crops:N2O,-0.7619569085237886,0.6256083640157012,-0.6364667974363225,0.436509027341128,16.469449870936927
39,frst,LULUCF - Forest Land:CO2,-0.8095319563537144,28.090942975229286,-0.7000214775888163,21.004921050953644,13.527628885480217
4,agrc,AG - Crops:CH4,941.2960700350555,0.04591488072447079,879.6080849417006,0.0400940007868141,6.553515632021881
1,lsmm,AG - Livestock:CH4,-0.9521556493691817,0.6419210335077029,-0.942440733815557,0.6288887222792441,1.0203075054021868
29,ippu,IN - Industrial Processes:HFC,-0.9999869869161601,0.00036264784757450614,-0.9999827783557046,0.0003626447950904,0.0004208615222528101
26,ippu,IN - Industrial Processes:HFC,-0.9999999260687634,0.0003626572324690305,-0.9999999594394858,0.0003626572566733,-3.33707248747497e-06
27,ippu,IN - Industrial Processes:HFC,-0.9995669477821059,0.0003623432550189287,-0.9997624167883722,0.0003624849839974,-0.01955536912260273
32,ippu,IN - Industrial Processes:HFC,-0.9948617790621194,0.0003589400342001135,-0.9953915790292448,0.0003593224331575,-0.05325362560665344
34,waso,Waste - Solid Waste:CO2,14667.292537822299,0.21837745906970235,14775.557026408447,0.2216132001979547,-0.7381354691533452
43,lndu,LULUCF - Other Land:CO2,-0.9687614986610816,0.6314128303329277,-0.9841749578480752,0.6516648290530433,-1.591047869707496
7,scoe,EN - Building:CH4,-0.954122809362042,0.158079399749862,-0.9782666466284452,0.1661809415290281,-2.5304748015139267
36,waso,Waste - Solid Waste:N2O,-0.7729393835656647,5.504075558514085e-06,-0.8777343858036878,7.097734323008958e-06,-13.557984554311464
35,waso,Waste - Solid Waste:CH4,-0.33681049139998104,0.17885100750523678,-0.4017550866543424,0.2544737192081614,-19.282236424528733
8,scoe,EN - Building:N2O,-0.6761132060099848,0.004955972210668962,-0.8468405486195862,0.0077748731961914,-25.251295358824887
31,ippu,IN - Industrial Processes:HFC,31.009154296471298,0.34871951440941307,41.36123245470557,0.6204165143638668,-33.38394223609089
22,ippu,IN - Industrial Processes:CH4,19.32314930500639,0.0010464265593242913,26.024540199967173,0.0018980998948429,-34.680635072381996
24,ippu,IN - Industrial Processes:HFC,10.57021550925664,0.04051950125767693,14.312138027735774,0.0742857374680012,-35.400626554891204
25,ippu,IN - Industrial Processes:HFC,9.522160241696291,0.03288269305138641,12.925131285748936,0.0605851703585344,-35.73738477064774
30,ippu,IN - Industrial Processes:HFC,7.204737656262997,0.018824903147118738,9.858231238091422,0.0352447479449318,-36.82984320076906
2,lsmm,AG - Livestock:N2O,0.5064005434908544,0.003113875714333027,0.789449155465877,0.007567654166946,-55.894215678331804
28,ippu,IN - Industrial Processes:HFC,0.7120278761715314,0.00018386133144597682,1.2657146814851383,0.0005809891775245,-77.76195621591377
20,trns,EN - Transportation:N2O,0.09391699662996117,3.069482105045519e-05,0.7212271079223764,0.0018101759789274,-667.9409838498736
