subsector,gas,edgar_class,ssp_emission,iso_alpha_3,edgar_emission,year,edgar_emission_epsilon,direct_weight,norm_weight,log_weight,diff,squared_diff
lvst,ch4,AG - Livestock:CH4,0.9694939019625,HRV,0.841457796,2015,0.8414587960000001,0.8414587960000001,0.02533744414840326,0.6105575383672084,0.1521584973276575,0.016392988358828575
lsmm,ch4,AG - Livestock:CH4,0.029418385408314894,HRV,0.841457796,2015,0.8414587960000001,0.8414587960000001,0.02533744414840326,0.6105575383672084,-0.9650388283441096,0.6594096284339127
lsmm,n2o,AG - Livestock:N2O,0.1406416202268376,HRV,0.110192626,2015,0.110193626,0.110193626,0.0033180505547789696,0.10453353720538718,0.2763135703224576,0.0009270803524375356
agrc,co2,AG - Crops:CO2,1.4065339117072972,HRV,0.09585713,2015,0.09585813,0.09585813,0.0028863891797625348,0.09153682418934682,13.673078973137669,1.7178710047540344
agrc,ch4,AG - Crops:CH4,0.23089088267852034,HRV,0.000226641,2015,0.000227641,0.000227641,6.824470230754464e-06,0.0002266153208084854,1013.2763503873219,0.05320553106164348
agrc,n2o,AG - Crops:N2O,0.11258634789176383,HRV,1.038055189,2015,1.038056189,1.038056189,0.0312572603157006,0.71199601441425,-0.8915411814073161,0.8564944268009039
scoe,co2,EN - Building:CO2,6.352486230233003,HRV,2.726867007,2015,2.726868007,2.726868007,0.08210969203497172,1.3155679362006645,1.3295906563595554,13.145107500639238
scoe,ch4,EN - Building:CH4,0.014326580996625368,HRV,0.416708461,2015,0.41670946099999995,0.41670946099999995,0.012547661221923693,0.34833619571539676,-0.9656197366811756,0.16191198211981014
scoe,n2o,EN - Building:N2O,0.025281123925762716,HRV,0.104121602,2015,0.104122602,0.104122602,0.00313524372566069,0.09905008852832732,-0.7571985002280032,0.006215978664930437
entc,co2,EN - Electricity/Heat:CO2,,HRV,3.297328035,2015,3.297329035,3.297329035,0.09928705316288587,1.457993442349168,,
entc,ch4,EN - Electricity/Heat:CH4,,HRV,0.004395555,2015,0.004396555,0.004396555,0.0001323561678828806,0.0043859227638221076,,
entc,n2o,EN - Electricity/Heat:N2O,,HRV,0.011222465,2015,0.011223464999999998,0.011223464999999998,0.0003379237574321676,0.011159960342477652,,
fgtv,co2,EN - Fugitive Emissions:CO2,,HRV,1.392714613,2015,1.392715613,1.392715613,0.04193654023921191,0.872428542725296,,
fgtv,ch4,EN - Fugitive Emissions:CH4,,HRV,1.046726716,2015,1.046727716,1.046727716,0.03151837184391784,0.7162417931256768,,
fgtv,n2o,EN - Fugitive Emissions:N2O,,HRV,0.001680058,2015,0.0016810579999999998,0.0016810579999999998,5.058884229658748e-05,0.0016786482812769755,,
inen,co2,EN - Manufacturing/Construction:CO2,4.449824971092732,HRV,2.148484414,2015,2.148485414,2.148485414,0.06469380175953579,1.146921198640617,1.0711450690317472,5.296163757039772
inen,ch4,EN - Manufacturing/Construction:CH4,0.011855213380944947,HRV,0.003652548,2015,0.003653548,0.003653548,0.00010998321174192558,0.003645893645198322,2.2448494945036845,6.726731502099084e-05
inen,n2o,EN - Manufacturing/Construction:N2O,0.018955129359383965,HRV,0.005203161,2015,0.0052041610000000006,0.0052041610000000006,0.00015667428819288051,0.00518967133018701,2.6423026419405478,0.0001890891308207789
trns,co2,EN - Transportation:CO2,3.607155240545414,HRV,5.885325138,2015,5.885326138,5.885326138,0.1772151826129955,1.9293923551759797,-0.3870933987404771,5.190062638009034
trns,ch4,EN - Transportation:CH4,0.012421725501238061,HRV,0.013863209,2015,0.013864208999999999,0.013864208999999999,0.0004174401680332657,0.013767993701984726,-0.10404369255843862,2.080758644200481e-06
trns,n2o,EN - Transportation:N2O,0.06163653031136706,HRV,0.058990353,2015,0.058991353,0.058991353,0.0017762801432670934,0.057315957040477976,0.04484008548451254,6.996963008571046e-06
ippu,co2,IN - Industrial Processes:CO2,7.686375606459072,HRV,2.415890528,2015,2.415891528,2.415891528,0.07274576528120545,1.2284382285744049,2.181589701927657,27.778002421290573
ippu,ch4,IN - Industrial Processes:CH4,0.04986929846233954,HRV,0.001673081,2015,0.001674081,0.001674081,5.0378755292029736e-05,0.0016716829591236636,28.789059467456795,0.0023227789862421983
