Year,Subsector,Simulation_Values,Edgar_Values,diff
2015,agrc,75.19076685751486,1.13413896,65.29766678460183
2015,entc,0.0,3.312946055,-1.0
2015,fgtv,0.0,2.441121387,-1.0
2015,frst,0.8964139082619011,-6.547103826,-1.1369176252715045
2015,inen,2.559403002912456,2.1573401229999996,0.18636972243085503
2015,ippu,6.858953824624608,3.8832173619999995,0.7663069525142407
2015,lndu,0.5391385612658568,0.060839526,7.861649600390654
2015,lsmm,0.6303045237678911,1.793108218,-0.6484849506345349
2015,lvst,1.7347968751947986,1.682915592,0.030828214701571655
2015,scoe,6.526916131463701,3.24769707,1.0097059518742926
2015,soil,7.9510251051972105,0.092259474,85.18112330878031
2015,trns,20.23161467329334,5.9581787,2.395603873595355
2015,trww,0.677650662139298,0.503173252,0.34675414371847035
2015,waso,1.3032078826186397,1.2586895035999999,0.035368833132644766
