subsector,gas,edgar_class,ssp_emission,iso_alpha_3,edgar_emission,year,edgar_emission_epsilon,direct_weight,norm_weight,log_weight,diff,squared_diff
trww,ch4,Waste - Wastewater Treatment:CH4,0.7280880899844906,HRV,0.441746003,2015,0.44174700299999997,0.44174700299999997,0.013301575827093386,0.3658548811842429,0.6482015385274513,0.08199121809545963
trww,n2o,Waste - Wastewater Treatment:N2O,0.42212830627466724,HRV,0.061427249,2015,0.061428249000000004,0.061428249000000004,0.0018496584120156635,0.059614463778558245,5.871892218100946,0.13010453131794825
frst,co2,LULUCF - Forest Land:CO2,-1.2369772216802364,HRV,-6.547103826,2015,-6.547102826,6.547104826,0.1971422432754694,2.0211638904626392,-0.8110649466558055,28.19743393365233
frst,ch4,LULUCF - Forest Land:CH4,0.1283095962464103,,,2015,,,,,,
lndu,co2,LULUCF - Deforestation:CO2,0.1213703490939653,HRV,0.060839526,2015,0.060840526,0.060840526,0.0018319612693211387,0.059060600313373124,0.9948931587798123,0.003663859483786735
lndu,ch4,LULUCF - Deforestation:CH4,0.41943759976269285,,,2015,,,,,,
lndu,co2,LULUCF - Other Land:CO2,0.01281150132183309,HRV,0.820236897,2015,0.820237897,0.820237897,0.02469845387967277,0.5989666558050246,-0.9843807493305408,0.6519373844378359
soil,co2,LULUCF - Organic Soil:CO2,0.1481406535587531,HRV,0.092259474,2015,0.092260474,0.092260474,0.002778058841154361,0.08824846265019766,0.6056784355861116,0.0031225944675184894
soil,n2o,LULUCF - Organic Soil:N2O,0.6195620623497491,,,2015,,,,,,
ccsq,ch4,CCSQ:CH4,0.0,,,2015,,,,,,
ccsq,co2,CCSQ:CO2,0.0,,,2015,,,,,,
ccsq,n2o,CCSQ:N2O,0.0,,,2015,,,,,,
